ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
662,Overwatch,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,embarrassed,20-08-2023 17:00, CrushFailHighSchool ,Twitter, #CrushFail #HighSchoolEmbarrassment ,30,60, Canada,2023,8,20,17,Other,Embarrassed,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,0.3182,Positive
663,Xbox(Xseries),Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,joy,21-08-2023 15:45, PaperPlaneExpertHighSchool ,Instagram, #PaperPlaneExpert #HighSchoolArt ,15,30, USA,2023,8,21,15,Positive,Joy,mastered art creating paper airplane lecture paper plane soaring new height,0.296,Positive
664,NBA2K,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,excitement,22-08-2023 12:30, JugglingProHighSchool ,Facebook, #TextbookJuggling #HighSchoolSkills ,22,40, Canada,2023,8,22,12,Positive,Excitement,trying set new trend juggling textbook class academic juggling unique skill,0.0,Neutral
665,Dota49,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,mischievous,23-08-2023 16:45, SnackNinjaHighSchool ,Twitter, #SnackNinja #HighSchoolSnacks ,28,55, USA,2023,8,23,16,Other,Mischievous,hiding snack stash backpack emergency craving snack ninja mode activated,-0.5859,Negative
666,PlayStation5(PS5),Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,excitement,24-08-2023 18:20, ScavengerHuntMasterHighSchool ,Instagram, #SurpriseAdventure #HighSchoolFun ,20,38, UK,2023,8,24,18,Positive,Excitement,planning surprise scavenger hunt friend anticipating thrill excitement,0.875,Positive
667,WorldOfCraft,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,joy,25-08-2023 14:15, RainDanceCelebrationHighSchool ,Facebook, #RainDance #HighSchoolJoy ,25,50, Canada,2023,8,25,14,Positive,Joy,danced rain celebrate end exam rain dance unexpectedly refreshing,0.5719,Positive
668,Google,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,embarrassed,26-08-2023 17:30, GroupChatBlunderHighSchool ,Twitter, #TextingFail #HighSchoolAwkward ,18,35, USA,2023,8,26,17,Other,Embarrassed,accidentally sent text meant friend class group chat texting fail oops moment,-0.4019,Negative
669,Facebook,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,embarrassed,27-08-2023 20:45, MagicFailHighSchool ,Instagram, #MagicFail #HighSchoolMagic ,22,45, UK,2023,8,27,20,Other,Embarrassed,tried magic trick impress classmate magic fail rabbit go,-0.2023,Negative
670,Microsoft,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,joy,28-08-2023 16:00, OrigamiProHighSchool ,Twitter, #OrigamiMaster #HighSchoolArt ,18,36, USA,2023,8,28,16,Positive,Joy,perfecting art creating origami dull lecture origami mastery,0.4215,Positive
671,ApexLegends,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,excitement,29-08-2023 13:45, HackySackChampionHighSchool ,Instagram, #HackySackChallenge #HighSchoolAthlete ,26,48, Canada,2023,8,29,13,Positive,Excitement,attempting set new record consecutive hacky sack kick hacky sack skill unleashed,0.0,Neutral
672,FIFA,Creating a secret handshake with friends. Friendship level: Expert! ,joy,30-08-2023 17:30, SecretHandshakeHighSchool ,Facebook, #FriendshipGoals #HighSchoolMemories ,20,40, USA,2023,8,30,17,Positive,Joy,creating secret handshake friend friendship level expert,0.8074,Positive
673,Borderlands,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,excitement,31-08-2023 20:15, BurgerQuestHighSchool ,Twitter, #BurgerQuest #HighSchoolFoodie ,24,42, UK,2023,8,31,20,Positive,Excitement,embarking mission find best burger joint town burger connoisseur reporting duty,0.6369,Positive
674,CallOfDutyBlackopsColdWar,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,joy,01-09-2023 14:45, ComedyGeniusHighSchool ,Instagram, #StandUpComedy #HighSchoolTalent ,21,39, Canada,2023,9,1,14,Positive,Joy,practicing standup comedy routine upcoming talent show comedy gig making,0.7783,Positive
675,Amazon,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,embarrassed,02-09-2023 18:30, LoveLetterBlunderHighSchool ,Facebook, #LoveLetterFail #HighSchoolAwkward ,17,33, USA,2023,9,2,18,Other,Embarrassed,accidentally sent love letter wrong person love note fail maximum embarrassment,-0.3612,Negative
676,Overwatch,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,excitement,03-09-2023 22:00, ScienceExperimentProHighSchool ,Twitter, #ScienceGeek #HighSchoolExperiments ,23,44, UK,2023,9,3,22,Positive,Excitement,attempting impress teacher elaborate science experiment science geek mode activated,0.2732,Positive
677,Xbox(Xseries),Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,joy,04-09-2023 15:15, BraceletCraftsmanHighSchool ,Instagram, #FriendshipBracelets #HighSchoolCrafts ,19,37, USA,2023,9,4,15,Positive,Joy,crafting intricate friendship bracelet whole squad friendship level expert weaver,0.7506,Positive
678,NBA2K,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,excitement,05-09-2023 12:30, CartwheelMasterHighSchool ,Twitter, #CartwheelChallenge #HighSchoolAthlete ,27,52, Canada,2023,9,5,12,Positive,Excitement,attempting beat record consecutive cartwheel cartwheel challenge underway,0.0772,Positive
679,Dota50,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,joy,06-09-2023 16:45, MovieMarathonHostHighSchool ,Facebook, #MovieNight #HighSchoolMemories ,22,43, UK,2023,9,6,16,Positive,Joy,organizing movie marathon friend popcorn cinematic adventure await,0.7096,Positive
680,PlayStation5(PS5),Experimenting with a new hair color. A bold change for a bold semester! ,excitement,07-09-2023 18:20, HairColorExperimentHighSchool ,Instagram, #HairExperiment #HighSchoolStyle ,20,39, USA,2023,9,7,18,Positive,Excitement,experimenting new hair color bold change bold semester,0.6369,Positive
681,WorldOfCraft,Building a time capsule to capture memories for the future. Time-traveling emotions! ,joy,08-09-2023 14:15, TimeCapsuleCreatorHighSchool ,Facebook, #TimeCapsule #HighSchoolNostalgia ,26,48, Canada,2023,9,8,14,Positive,Joy,building time capsule capture memory future timetraveling emotion,0.0,Neutral
682,Google,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,embarrassed,09-09-2023 17:30, ClassroomBlunderHighSchool ,Twitter, #FirstDayOops #HighSchoolEmbarrassment ,16,32, USA,2023,9,9,17,Other,Embarrassed,accidentally walked wrong classroom first day classroom mixup awkward start,-0.7269,Negative
683,Facebook,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,excitement,10-09-2023 20:45, SmoothieConnoisseurHighSchool ,Instagram, #HealthyLiving #HighSchoolWellness ,23,42, UK,2023,9,10,20,Positive,Excitement,trying new smoothie recipe healthy start week smoothie enthusiast level,0.6369,Positive
684,Microsoft,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,sad,11-09-2023 15:45, OverwhelmedHighSchoolStudent ,Twitter, #SchoolChallenges #HighSchoolStruggles ,15,28, USA,2023,9,11,15,Other,Sad,reflecting challenge school year feeling bit overwhelmed assignment,0.25,Positive
685,ApexLegends,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,hate,12-09-2023 12:30, DealingWithHateHighSchool ,Instagram, #OnlineHate #HighSchoolReality ,18,36, Canada,2023,9,12,12,Negative,Hate,encountered meanspirited comment online dealing online hate never easy,-0.7274,Negative
686,FIFA,Had a bad day at school. Everything seems to be going wrong. ,bad,13-09-2023 16:45, ToughDayHighSchool ,Facebook, #BadDay #HighSchoolBlues ,20,40, UK,2023,9,13,16,Other,Bad,bad day school everything seems going wrong,-0.765,Negative
687,Borderlands,Feeling down after not making the sports team. Disappointment lingers. ,sad,14-09-2023 18:20, SportsTeamRejectionHighSchool ,Twitter, #Disappointment #HighSchoolSports ,17,34, USA,2023,9,14,18,Other,Sad,feeling making sport team disappointment lingers,-0.4215,Negative
688,CallOfDutyBlackopsColdWar,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,hate,15-09-2023 14:15, CafeteriaConflictHighSchool ,Instagram, #CafeteriaDrama #HighSchoolTension ,21,41, Canada,2023,9,15,14,Negative,Hate,witnessed heated argument cafeteria unpleasant atmosphere lunch,-0.6808,Negative
689,Amazon,Received a not-so-great grade on a major project. Academic frustration setting in. ,bad,16-09-2023 17:30, ProjectGradeDisappointmentHighSchool ,Facebook, #AcademicFrustration #HighSchoolStress ,19,38, UK,2023,9,16,17,Other,Bad,received notsogreat grade major project academic frustration setting,-0.5209,Negative
690,Overwatch,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,sad,17-09-2023 20:45, PersonalSetbackHighSchool ,Twitter, #LifeChallenges #HighSchoolStruggles ,22,44, USA,2023,9,17,20,Other,Sad,dealing personal setback sometimes life throw unexpected challenge,0.0772,Positive
691,Xbox(Xseries),Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,sad,18-09-2023 22:00, LonelySaturdayHighSchool ,Instagram, #LonelyNights #HighSchoolEmotions ,16,31, Canada,2023,9,18,22,Other,Sad,feeling lonely saturday night sometimes solitude hit harder expected,-0.25,Negative
692,NBA2K,Experiencing cyberbullying. Hateful messages online are disheartening. ,hate,19-09-2023 15:15, CyberbullyingVictimHighSchool ,Facebook, #StopCyberbullying #HighSchoolReality ,14,27, UK,2023,9,19,15,Negative,Hate,experiencing cyberbullying hateful message online disheartening,-0.7184,Negative
693,Dota51,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,bad,20-09-2023 12:30, RainyDayBluesHighSchool ,Twitter, #BadLuck #HighSchoolWeather ,18,35, USA,2023,9,20,12,Other,Bad,caught torrential rainstorm without umbrella today weather bad luck,-0.128,Negative
694,PlayStation5(PS5),Missing an important event due to unforeseen circumstances. A day filled with sadness. ,sad,21-09-2023 16:45, MissedOpportunityHighSchool ,Instagram, #MissedChances #HighSchoolRegret ,20,39, Canada,2023,9,21,16,Other,Sad,missing important event due unforeseen circumstance day filled sadness,-0.5106,Negative
695,WorldOfCraft,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,hate,22-09-2023 18:20, RumorVictimHighSchool ,Facebook, #RumorMills #HighSchoolDrama ,23,46, UK,2023,9,22,18,Negative,Hate,dealing unfounded rumor circulating personal life rumor hurtful,-0.5267,Negative
696,Google,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,bad,23-09-2023 14:15, FlatTireWoesHighSchool ,Twitter, #BadLuckDay #HighSchoolStruggles ,25,50, USA,2023,9,23,14,Other,Bad,got flat tire way important meeting talk series bad event,-0.4019,Negative
697,Facebook,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,sad,24-09-2023 17:30, FriendMovingAwayHighSchool ,Instagram, #SayingGoodbye #HighSchoolEmotions ,21,42, Canada,2023,9,24,17,Other,Sad,feeling sense emptiness close friend move away farewell always sad,-0.3182,Negative
698,Microsoft,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,sad,25-09-2023 20:45, CollegeRejectionHighSchool ,Facebook, #CollegeDreams #HighSchoolJourney ,19,37, UK,2023,9,25,20,Other,Sad,facing rejection dream college disheartened determined explore path,-0.5106,Negative
699,ApexLegends,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,hate,26-09-2023 14:15, GamingToxicityHighSchool ,Twitter, #OnlineGaming #HighSchoolGamer ,16,32, USA,2023,9,26,14,Negative,Hate,encountering online toxicity gaming session hateful comment ruin fun,-0.5719,Negative
700,FIFA,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,bad,27-09-2023 17:30, BadHairDayBluesHighSchool ,Instagram, #BadHairDay #HighSchoolConfidence ,18,36, Canada,2023,9,27,17,Other,Bad,bad hair day feeling selfconscious bad hair day affect confidence,-0.4939,Negative
701,Borderlands,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,sad,28-09-2023 22:00, ProjectFailureDespairHighSchool ,Facebook, #ProjectStruggles #HighSchoolHardships ,21,41, UK,2023,9,28,22,Other,Sad,feeling sense despair major project failure hard work didnt pay time,-0.6952,Negative
702,CallOfDutyBlackopsColdWar,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,hate,29-09-2023 15:45, OpinionsHateHighSchool ,Twitter, #OnlineOpinions #HighSchoolCriticism ,24,48, USA,2023,9,29,15,Negative,Hate,experiencing hate comment expressing personal opinion online negativity prevails,-0.7906,Negative
703,Amazon,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,bad,30-09-2023 18:20, TechMalfunctionWoesHighSchool ,Instagram, #TechIssues #HighSchoolTech ,22,43, Canada,2023,9,30,18,Other,Bad,string bad luck constant technology malfunction tech trouble galore,-0.4939,Negative
704,Overwatch,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,sad,01-10-2023 14:15, MissedEventBluesHighSchool ,Facebook, #MissedMoments #HighSchoolRegret ,20,39, UK,2023,10,1,14,Other,Sad,missing longanticipated event due unexpected circumstance day filled sadness,-0.6249,Negative
705,Xbox(Xseries),Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,neutral,02-10-2023 16:45, StudyTechniqueExperimentHighSchool ,Instagram, #StudyStrategies #HighSchoolExams ,23,42, USA,2023,10,2,16,Neutral,Neutral,trying new study technique upcoming exam exploring different learning strategy,0.0,Neutral
706,NBA2K,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,neutral,03-10-2023 12:30, CommunityCleanupHighSchool ,Twitter, #EnvironmentalEfforts #HighSchoolCommunity ,26,50, Canada,2023,10,3,12,Neutral,Neutral,organizing community cleanup event cleaner neighborhood promoting environmental awareness,0.4939,Positive
707,Dota52,Sharing favorite book recommendations with classmates. Building a mini book club. ,neutral,04-10-2023 18:20, BookRecommendationsHighSchool ,Facebook, #BookClub #HighSchoolReads ,19,38, UK,2023,10,4,18,Neutral,Neutral,sharing favorite book recommendation classmate building mini book club,0.7003,Positive
708,PlayStation5(PS5),Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,neutral,05-10-2023 14:15, BakeSaleRecipeExperimentHighSchool ,Instagram, #BakingAdventures #HighSchoolBakes ,21,43, USA,2023,10,5,14,Neutral,Neutral,experimenting new recipe school bake sale baking adventure kitchen,0.3182,Positive
